name,reviews.rating,reviews.text,reviews.title,reviews.username
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Absolutely love this tablet! Its so much more than I thought it would be. Fadt, easy to use and set up for a tablet virgin. I love the kid profiles, setting up a time limit for the day and a curfew time (tablet shuts off), and was simple to do.movies,books,games,entertainment, web browsing, and much much more. I highly recommend this device for first timers and the experienced alike. DO IT! ,GET ONE. My only regret is that i didnt get two",First Tablet Ever.,HPstands4HAPPY
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"I got this as a Christmas gift for a family member. You really can't beat the price of this tablet, especially compared to other tablets in its price range. It blows the Digiland tablets out of the water. It is pretty simple to use, only thing that I don't like is the Amazon app store's selection of apps.",Good tablet for price,Vegas
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I recommend the Fire to all its teriffic and easy to operate it has a great battery I use it daily you would love it !!!!!!!!!!!,i just love my Fire tablet,darkeyess16
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Love how I can read in bed without the light on so it does not bother my husband. And it keeps me from cluttering the house with so many books. Also don't have to wait til you make it to the store to buy the next book cause they are all right at your finger tips!,Great for readers,Vampires
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Got this on black Friday sale & for the price, you couldn't beat it. I ended up purchasing 3 of these. The graphics & camera are definitely limited, but if all you need is a basic tablet to run Amazon apps, this is great for the price. The fact that it is expandable with an SD card puts it above the more expensive basic Kindle that my kids use that constantly is full.",Nice for a beginner tablet,JLmom
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Got it on a Black Friday deal.... couldn't be happier,Great Deal,tomtraveller
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Love this tablet. I purchased one for my elderly mother and she is able to use it. Real easy set up and has many apps already ready to go when you turn it on.,Perfect starter tablet!,L222
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Perfect tablet for beginners. Simple to use great color and perfect size.,Great starter tablet.,mas688
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"NICE TABLET, BUT IT WANTS YOU TO PUT ALL YOUR BILLING INFORMATION IN AND A CREDIT CARD TO DO ALL PURCHASES. IS A HASSLE TO PULL UP PROGRAMS BECAUSE OF THIS. GOOD FOR A CHILD.",NICE TABLET FOR CHILDREN,FASTJAKE
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,It works great for a kids tablet and the best is that you could add extra memory to it by adding a SD card.,Beginners Tablet,ElTejano
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,This is a great table for the price. I purchased it so my grandchildren would leave my ipad alone. Its not an ipad but I have no complaints for the price. I find myself using it a lot playing games and surfing the internet. It is pretty fast and easy to use. I told my daughter about it and she purchased 2 for her twins.,Great Table for the Price,shop2
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"It's 35-50 bucks, there is no better tablet for that price range, toss in prime and it's even better!",great 4 the $,Aoessand
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,I have other Kindles and this one is okay. For the price it was a decent buy. I may go to a larger size the next time as this seems small.,small tablet,muscatine1989
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this because of its great price as a gift. It is a great tablet for someone entering the tablet experience. It has so many features just like the more expensive choices. Happy with purchase especially since we can add a memory card too . To,Great for price,Wizcat7
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Good tablet, got it on black Friday for my daughter and it was only $39. Works well, no problems. My daughter loves it!",good tablet for kids,Joseph
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Great for traveling on a plane. Use this item for games newspaper and listening to music.,Great for Traveling.,arezee
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,This is a great purchase for the price. I use it all the time to read on the go. It is like having a library in my purse,Great price!,Techie
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"This is a great product, great for teenagers to read and play.",Great tablet for teens,KM71
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,My kids enjoy reading and watching videos on it - good color,Good little tablet for kids,tamacd
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"The price is right! Can't beat the price on this model for an introductory tablet or a tablet for a child. Wonderful that the tablet offers internet access for books, games, and movies. Good size for travelling and small hands.",Great tablet for my 8 year old.,johanness
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought this as a Christmas present. It was excellent.,Great product for the price.,Freckles
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Great starter tablet for media consumption and games.,Great little tablet,JRog
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"This tablet performs surprisingly well, especially considering it's just $50. The HD screen produces good images & great video. I own two iPad Minis, and I must say that while this is not quite as exotic as the Mini, the price makes it the better value hands down. One key feature is that it has a micro SD slot, which allows you to instantly increase storage capacity (up to 128GB, I believe). This makes it very capable of managing large amounts of photos & videos.",One of the better $50 tablets out there,JRyan
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",2,This table is okay for me. But it is great for kids,Okay,Tj190
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Me and my Boyfriend naught this for his niece so she could play games on it. She liked being able to have us download games to help her spell on it v,Great for kids,SGTED
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I bought this item for my husband for Christmas. We were wondering if he would really like it as he usually just likes to read actual books, but he immediately loved it. It's very user friendly and he has enjoyed getting to know all the ins and outs of it. It is a great way to read a book, but it has so many other uses too. I'm very glad I purchased this item. It's proven to be an excellent purchase.",HD Fire Kindle,Music40
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I am enjoying this tablet. I'm sure there are more advanced tablets available but with the price and the certificate it was practically free. This is my first electronic item with a touch screen and its fun. I'm still learning how to use all the features. I would recommend it to a friend but I think its already being replaced with the next generation 8""",Good Value,Karl
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this tablet for my daughter and I love the parental control features! The tablet works wonderfully with excellent memory for storage!,Great tablet/ereader!,Sarahlee116
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I bought the Kindle Fire mostly for use as an MP3. As a Black Friday deal of only $24.99, couldn't beat it. So far, it is working great as an MP3. I was able to download songs and playlists from my computer. Purchasing games and books have also been easy.",Kindle Fire - great for multiple uses,cicamo
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,My wife purchashed this. It will be perfect for traveling...read books...check e mail ..... surf the web.,Great for traveling !,Dougee
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"The kindle is great for general, all-purpose use of a tablet/e-reader.","Great tablet for reading, games, and internet.",Kelsey
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"For the price, nothing beats this. It's not a great tablet but if you only need to surf the web, email and have a decent chat, then this tablet works.",Cheapest workable Android tablet,Ricky
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,AWESOME LIL TABLET I BOUT THIS FOR A CO WORKER AND THEY LOVE IT,FIRRRREEEE!!!,rozay2k
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I am loving this tablet. I bought it during the Black Friday special just to check it out. Ended up buying a second one for my 3 yr old. Now that I know how good they are, I would not hesitate to purchase one at full price. I use it daily for my email, games and web surfing. I have also listened to music, read a couple of books and watched videos. I will say that you do need to remember that it is a $50 tablet, so don't expect to get $200 worth of tablet! But keep your expectations realistic and you will not be disappointed.",Excellent Tablet for the Money,Reevesdavis
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Amazon fire tab is good for begineers or for kids. Memory and disk gets occupied soon. Suitable for fewer apps.,Great tab for beginners,Mahesh
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought this kindle for my 75 yr old mother. She loves it.,Great price,Tedroses
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Great tablet for reading and playing games. Graphics are great.,great tablet,lovesmusic2016
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"My nephew loved this for Christmas. He can now read, surf the web, play games, watch movies all on his kindle fire. Definitely an aunt win!",Awesome Christmas Present,schuppac08
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Good tablet which is child friendly and somewhat durable,Good tablet,John
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,All my friends have a computer and I figured I would start with the tablet. I am very pleased with my choice.,It's a good buy for my first tablet,aunsie01
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Great value for what I needed. Just using it to receive email ordersfrom Grub Hub for my restaurant,Needed for a fairly limited function - just fine,Waynem1040
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Very easy to use. I bought it for my 6 year old. Quality and ease of use is really great. Would recommend buying this first before getting an ipad for your child.,Kid friendly,Ashley
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"This is a great buy - and especially for the price. Use it every day. Screen is great, features good. Highly recommend it.",Love it,Dy33
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,was skeptical about the small size but a few minutes of checking it out showed me that this is a great little tablet. gave as a gift and she loves it. portable and great display.,"great tablet, great price",sfpl
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"This is a great Kindle, super easy to set up and transfer info from old kindle",super,CruiseFan
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I got this for my sister and she loves it. She plays a lot of games on it.,Great for games,tiffs
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,This fit my price range perfectly so that is why I bought it. Works as expected.,Nice product for the price,ShawnH
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Bought it for my son to use for movies, games etc.... HE LOVES IT!",Great Tablet for the money!,kenlandrum
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,I love how clear the screen is and the tablet is easy to use. I love that I can make a profile for each of my kids and put limits on what they do and how long they get to play.,Great product,Casamayas
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"I got this tablet for my 7 yr. old daughter, for the price its very good. Its the perfect size for small children.",Good price,Simple
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I purchased this for my 9 year old niece and she LOVES it. Very kid friendly.,good tablet for kids,esta
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought 2 of these for my grand children. 4 and 2. They love them.,Great value,Sunrisej
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,This is a great product and a really good by for the price. Great buy at best buy.,Amazon - Fire - 7 Tablet - 8GB - Black,Ladyebug52
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this for my 10 year old grandson and it was easy for him to learn and became his favorite Christmas present.,Great Tablet,tech2
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Great price and bargain, especially if you have Amazon prime it works well with it",Bargain price for a tablet,tbandit64
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,Its ok for price point but it is heavily advertised to manipulate you to purchase more from amazon.,Its ok for money. But it is heavily advertised,geog
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,For all it can do at this price level is amazing. Makes great gift too,Wow,Alex
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Bought it for kids to play with and not have to worry about kids breaking it since the price is okay. Also use it as a mean to do video chat. OK video quality, not too bad.",Kids use and video chat,dmoneyz
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I've had the old kindle 7, but love this one more. It's a little smaller so it's easier to hold while using it. Great for playing on apps, checking stuff online, and reading books. Easy to travel which I love",Nice updates from the old kindle 7,KatyS
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"If you are a Prime member and use Kindle for reading, this a great tablet. I wish there were more apps made to work in the Fire tablet, like NFL Mobile and NFL Fantasy.",Great Tablet for Prime members,mwajr
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,This is a great starters tablet. Easy to use and compact.,Nice Tablet,MarMar0117
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,I am very happy with this purchase. My kids love it and find it very easy to use.,Excellent for my kids to navigate.,jackpot
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,The Amazon tablet is great it's been working fine for me and I recommend it to anyone,Great tablet,Chuchu
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Very easy to setup and I love the colored screen. Great for reading books or just surfing the web. You will not be disappointed.,Great product at a very good price,Fun1
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,This tablet comes with a camera and takes good pictures. It's light in weight which makes it great for reading. This tablet is fast.,great reading tablet,Stellanie
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"This is a great little tablet! Me and my brother in law bought one originally for his dad because his laptop was getting a little old and the main thing he does on it is watch Youtube videos. It performs fine for what he does it for. It was such a steal my brother in law got one himself because he wanted to play games on it and again, works perfectly! Great buy for the price",Steal for the money!,kplat
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"This is a great starter tablet or tablet or kids. I bought one for myself and gave two as gifts. My daughter loves hers and uses it for homework, games, videos, and video chatting with my sister. I use mine to play games and web browse, as well as watch videos when I am waiting somewhere. I love the Amazon Music feature and use it to listen to music both in my car with the Bluetooth feature and my Bluetooth speaker system. I have Amazon Prime, so my experience has allowed me to get the most out of my tablet, but I cannot imagine using it without Prime. My only gripe is that devices on the same Prime account overlap content, which is a bit inconvenient when I am trying to keep my content separate from my daughter's. It is still a great buy and I am satisfied with my purchase.","Great Item, Especially for Amazon Prime Members",science143
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Great tablet for the money. I mostly use it to watch Netflix or Hulu movies and read books on Hoopla. The picture is great and suits my needs. The sound is not the best but its okay.,Great buy!,Karin
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Works great, easy to use and can easily be changed to Android.",One of the BEST Tablets I've found,mcl15601
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Works great, nice picture, pretty fast; only downfall is that you can't access the Google Play Store, which I needed due to some specific apps. That's the only reason for 4, not 5 stars. I will still keep it though. Great for the price",great tablet,kathy
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,I got this for my mother who isn't very tech savvy as I needed to get her something to get use to touch screens and smart devices. Its fairly user friendly and she is doing well with it.,Good gift,Ruru
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"For the cost, this is a best buy, if you are tech savvy there are multiple things to come from these tablets. Android is available just have to know how to get it.",Excellent Tablet,jawz
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"good deal. but i hate that because i buy tax exempt, that best buy doesnt give me the reward points anymore. that sucks!",good,customer
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this for my mom who is a first time tablet user. It is easy to use and I love that fact that I did not spend a fortune to get her started!,Fire Tablet,Tracker
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,This is my second kindle. I bought the original kindle when it came out and loved it! I upgraded to this newer version only because I dropped my old one and damaged the charger port. I'm extremely happy with the new version and use it daily.,Great product!,Kindleuser
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,We bought 3 of these for our kids and they love them. Nice prenatal features to limit use and restrict content in the Amazon eco system. Build quality seems good. Glad we choose these over the cheaper brand that was only a few bucks less.,Its a great little tablet for kids,Digitalog
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Works great without having to startup your laptop to look up items on Amazon.,Great Tablet,AngelR
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"The fire is a decent tablet. It mostly uses the Amazon store so you are limited as to some of the apps. If you want something not HD to watch YouTube or search the net, then it is worth the purchase. For the price it is a well made product.",A nice tablet,sleb
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,I purchased this tablet for my daughter and ordered a protective case for it. She really enjoys amazon free time and I really like the way amazon software works.,Great tablet for a child,jim3
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,The graphic display is vibrant and just the right size. It is easy to read and has great value for the price.,Best Reader Small Tablet for Price,GamerDude
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Great value for the price. Gave them as a gift to my in-laws. They enjoy using them. Reliable name and product.,Great value for the price,Clubber777
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,My grandkids love these tablets.They are easy for them and they are having a great time with them,Great tablet for children,Rock62
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Very good for in bed watching of Amazon Prime shows. Not as fast as other options, but excellent for the price.",Excellent low cost tablet,sciencespice
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this as a Christmas present for my young nephew. Easy Wi-Fi set up and works great .,Great product,LTLT
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,It keeps up with my Samsung Tab 4 I have no complainants at all..,Great Quality,HARVEY86
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,great tablet at a great price. easy to use. great screen quality,great tablet,jpd3
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,We got two of these tablets for my twins for Christmas and they are great. Using the parental controls plus the durability you cant beat the price. Also there have been not one issue with the tablet. Great inexpensive tablet for kids or anyone.,Great tablet for kids!!!!,Twinado
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"System loads slow, but otherwise is ok. Be aware that you are not buying a full tablet. It was what I was looking for!",Good,timditty
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Great little device for traveling. Perfect for reading books & playing games on the go. Was priced great during the holidays,Great,DawnZ
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,The amazon fire hd is really nice. Does everything I need it to,Nice tablet,Dustbuster
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,A bit confusing compared to the older style. I am not a big fan of this version. I wish we could take off things that we are not using like we could with the older version. Great for the price.It has an awesome parental control though.,meh,Kitty
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Amazon killed the tablet market by introducing this!! $50 for a high quality tablet. Needless to say, everyone got one for Christmas. Easy to use and great quality just a wierd packaging",Best tablet for the price!!,AyoDee
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Got this item for my 10 yr old son , easy to navigate . .",Good First Tablet,Pgss13
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,"I bought this as a gift for my girlfriend's 8yr old daughter. She absolutely loves it, and it was easy to set up and use.",Great tablet for an 8 yr old.,Adam
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I got these for my teenage daughters and they loved them.,It's awesome,Cthulhu73
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this for my daughter and she absolutely loves it. I recommend it to any parent for a child.,Great tablet for a kid,Rellick
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this for my niece for Christmas. I must say it is fast and comes with Amazon underground apps which are all free. Great value!,Great beginner tablet,Awesome
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I purchased for a 7 year old perfect buy. She loved it,Great product,Kelly
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,I like my stuff... was greatly delivered .. nice job....,great job !!,Linda
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Works great. Love the kid option. Easy to use. Power lasts longer than I thought.,Good deal,Trum
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,very handy to buy parents or grandparents with reading the numbers of choices on ONE tablet instead of carry 10 books if you are out of state trip like plane.,Good gift for older adults especially reader.,KevinDoyleJnr
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this for my grandma and she absolutely loves it! Very easy for her to figure things out and she is not tech savvy by any means! She loves reading books and getting on her Facebook so this was perfect for her!,Great purchase!,BBY1
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"It's much lighter than my first gen version and slightly smaller. Recognizes taps much better and has a nicer keyboard. Still has a few things I don't like - kind of slow, insists on me using the Silk browser, I don't like that I can't delete certain pre-loaded apps that I will never use. There are some apps that aren't available for it, like Chromecast. For the price, it's a good little tablet for internet, reading, simple games, checking email and WatchESPN. Battery life still an issue, rarely lasts more than 5 hours with use.",Does the basics.,Bruin
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,The amazon fires are super to use. You can do more than read a book on them.,Great,donnamoma
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,It`s better with a bundle of a memory cardThe operating systen doesn`t have google play by default,memory,napbur
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Was a great Black Friday find I enjoy playing on it . It's easy to use,Gift for my self,Jinxy
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Expandable memory up to 128gb. Amazon kindle/prime benefits. Small portable options with stylish accessories from a name brand as opposed to some unknown Chinese alternative. I choose Amazon everyday of every week at this price point.,A lot of Cheap Tablets but this the best.,Imminentferret
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,This equipment is an joy to have.i would recommend product to friends.,Great product love it,JJones
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"This is a very basic tablet, but the price can't be beat. I bought mine on Black Friday. The Amazon Fire 7 only supports the Amazon App store, so you will not be able to access the typical Google Play apps normally available on other brand tablets. I normally just use this as a Kindle device.",Great Tablet for the Price,jgmann
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Purchased two for my twin girls and they love. Simple, they can download apps and watch videos. Only thing the chargers are working not only after a week.",Great First Tablet,Missliz2u
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I have get to be disappointed by a tablet from Amazon. This Fire is amazing. For the price, the speed and quality of this can not be beaten. The features are endless and the screen is beautiful. This is so much more than an e-reader. If you are in the market for both a e-reader and a versatile tablet, you can not go wrong with this.",Excellent tablet.,Allen
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Its lightweight, amazingly bright color display and the best thing of all is you are granted access to thousands of books that are free from amazon/",Think of all the free books you can download,MsDavis
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Bought it for my son and for now is working great, hope this one last longer than the others, my son loves it, can play, can watch movies, music, etc.",Great tablet,haley94jc
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"We started with the Nabi the 2nd edition when my son was 4. Then came a few other RCA tablets that ran out of memory or quit charging in 6 months. But I just can't justify the cost of the ipad for my 8 year old that dropped my work ipad and I had to pay $250. The Amazon fire tablet is the perfect fit for his video game playing. Since I am a prime member he loves that he can download music, books and videos for free. Being a prime member is almost necessary to make this tablet worth anything. You can only buy amazon gift cards no google play or itunes for this. So let the grandparents know. I like that it has multiple users so I can restrict the time and what he is able to view/play.",Great tablet for a kid,NoahsMom
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Great tablet for books. Easy setup and easy to read.,Great tablet for books.,kj48
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Does the job I expected for the price I paid. Good stuff.,Not bad,WiscoKid
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Bought this tablet as a gift and my brother really enjoys it.,Great tablet,LoraineA
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Purchased two for my 9 year old girls. They love them and I love the fact that there are so many parental controls.,Great starter tablet,safety78
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Unreal black Friday deal on a great product. Wish there were more like it.,What a steal,Bobo
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Crazy price for tablet. Was a great christmas gift.,crazy price,rich
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"""Santa"" got this for my 7 y.o. It works well on wi-fi, can link to our movie library via DMA app, add educational apps, and can expand memory via SD card. She can't put it down (much to our chagrin).",Great for kids,Husker69
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",2,"I got this tablet with high expectations given it's from Amazon. However it was disappointing in many ways and it will be returned.First off, despite of the small screen size, it's heavy. Too heavy to be used as a book reader in bed.The deal breaker for me was that there's no way to connect a VPN using the regular Android settings. The option has been deactivated and accordingly to the tech support, ""it's not available yet, but it will come"". Surprisingly, still according to them, none of the new Amazon tables on sale have such support! Apparently Amazon doesn't believe that open WIFI at coffee shops, supermarkets, airports offer data security risks for the tablet users.On top of that, the Amazon version of ""Google Play Store"" has a reduced number of Apps and the ones I was interested in are not available.And the cherry on the top, was that only after 15 min of small usage (I was still trying to find a way to connect to my VPN), the screen frozen and the tablet became unresponsive.Too bad! I really wanted to like it.",Cheap but faulty. Not what I was expecting.,Kappa
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,for the price this is a solid win. Nothing beats this tablet for the price you are paying. a steal of a device.,best tablet purchased,alirulzz
